地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,年份,兩大黨得票率,district,name,order,left,male,birth_year,party,votes,percentage,win,incumbency,year,n_candidates,right,is_odd,middle
苗栗縣第01選區,朱哲成,3,男,1989,台灣民眾黨,16566,0.11109999999999999,NA,否,2020,78.12,苗栗縣第01選區,朱哲成,3,0,1,1989,台灣民眾黨,16566,11.11,0,0,2020,6,0,0,0
苗栗縣第01選區,陳超明,4,男,1951,中國國民黨,73154,0.4907,*,是,2020,78.12,苗栗縣第01選區,陳超明,4,0,1,1951,中國國民黨,73154,49.07,1,1,2020,6,0,0,0
苗栗縣第01選區,朱英濠,5,男,1960,無黨籍及未經政黨推薦,1046,0.006999999999999999,NA,否,2020,78.12,苗栗縣第01選區,朱英濠,5,0,1,1960,無黨籍及未經政黨推薦,1046,0.7,0,0,2020,6,0,0,0
苗栗縣第01選區,曾國良,6,男,1962,無黨籍及未經政黨推薦,1050,0.006999999999999999,NA,否,2020,78.12,苗栗縣第01選區,曾國良,6,0,1,1962,無黨籍及未經政黨推薦,1050,0.7,0,0,2020,6,1,0,0
苗栗縣第02選區,何智輝,1,男,1950,中國國民黨,48290,0.38060000000000005,NA,是,2008,NA,苗栗縣第02選區,何智輝,1,1,1,1950,中國國民黨,48290,38.06,0,1,2008,6,0,0,0
苗栗縣第02選區,郭玉枝,2,女,1969,客家黨,975,0.0076,NA,否,2008,NA,苗栗縣第02選區,郭玉枝,2,0,0,1969,客家黨,975,0.76,0,0,2008,6,0,0,0
苗栗縣第02選區,莊嚴,3,男,1965,民主自由黨,474,0.0037,NA,否,2008,NA,苗栗縣第02選區,莊嚴,3,0,1,1965,民主自由黨,474,0.37,0,0,2008,6,0,0,0
苗栗縣第02選區,詹運喜,4,男,1962,民主進步黨,18905,0.149,NA,否,2008,NA,苗栗縣第02選區,詹運喜,4,0,1,1962,民主進步黨,18905,14.899999999999999,0,0,2008,6,0,0,0
苗栗縣第02選區,賴金明,5,男,1976,大道慈悲濟世黨,335,0.0026,NA,否,2008,NA,苗栗縣第02選區,賴金明,5,0,1,1976,大道慈悲濟世黨,335,0.26,0,0,2008,6,0,0,0
苗栗縣第02選區,徐耀昌,6,男,1955,中國國民黨,57880,0.4562,*,是,2008,NA,苗栗縣第02選區,徐耀昌,6,0,1,1955,中國國民黨,57880,45.62,1,1,2008,6,1,0,0
苗栗縣第02選區,楊長鎮,1,男,1963,民主進步黨,47022,0.2834,NA,否,2012,100,苗栗縣第02選區,楊長鎮,1,1,1,1963,民主進步黨,47022,28.34,0,0,2012,2,0,0,0
苗栗縣第02選區,徐耀昌,2,男,1955,中國國民黨,118858,0.7165,*,是,2012,100,苗栗縣第02選區,徐耀昌,2,0,1,1955,中國國民黨,118858,71.65,1,1,2012,2,1,0,0
苗栗縣第02選區,戴文祥,1,男,1967,無黨籍及未經政黨推薦,3076,0.0209,NA,否,2016,98.95,苗栗縣第02選區,戴文祥,1,1,1,1967,無黨籍及未經政黨推薦,3076,2.09,0,0,2016,5,0,1,0
苗栗縣第02選區,徐志榮,2,男,1955,中國國民黨,73234,0.499,*,是,2016,98.95,苗栗縣第02選區,徐志榮,2,0,1,1955,中國國民黨,73234,49.9,1,1,2016,5,0,1,0
苗栗縣第02選區,周書涵,3,女,1986,無黨籍及未經政黨推薦,4468,0.0304,NA,否,2016,98.95,苗栗縣第02選區,周書涵,3,0,0,1986,無黨籍及未經政黨推薦,4468,3.04,0,0,2016,5,0,1,1
苗栗縣第02選區,吳宜臻,4,女,1970,民主進步黨,65465,0.446,NA,是,2016,98.95,苗栗縣第02選區,吳宜臻,4,0,0,1970,民主進步黨,65465,44.6,0,1,2016,5,0,1,0
苗栗縣第02選區,劉文忠,5,男,1977,自由台灣黨,518,0.0034999999999999996,NA,否,2016,98.95,苗栗縣第02選區,劉文忠,5,0,1,1977,自由台灣黨,518,0.35,0,0,2016,5,1,1,0
苗栗縣第02選區,温俊勇,1,男,1976,無黨籍及未經政黨推薦,19418,0.1153,NA,否,2020,94.51,苗栗縣第02選區,温俊勇,1,1,1,1976,無黨籍及未經政黨推薦,19418,11.53,0,0,2020,6,0,0,0
苗栗縣第02選區,徐定禎,2,男,1961,民主進步黨,50629,0.3007,NA,否,2020,94.51,苗栗縣第02選區,徐定禎,2,0,1,1961,民主進步黨,50629,30.070000000000004,0,0,2020,6,0,0,0
苗栗縣第02選區,曾宛菁,3,女,1985,中華統一促進黨,2803,0.0166,NA,否,2020,94.51,苗栗縣第02選區,曾宛菁,3,0,0,1985,中華統一促進黨,2803,1.66,0,0,2020,6,0,0,0
苗栗縣第02選區,林名哲,4,男,1984,勞動黨,1706,0.0101,NA,否,2020,94.51,苗栗縣第02選區,林名哲,4,0,1,1984,勞動黨,1706,1.01,0,0,2020,6,0,0,0
苗栗縣第02選區,林昱同,5,男,1983,台灣基進,2694,0.016,NA,否,2020,94.51,苗栗縣第02選區,林昱同,5,0,1,1983,台灣基進,2694,1.6,0,0,2020,6,0,0,0
苗栗縣第02選區,徐志榮,6,男,1955,中國國民黨,91144,0.5413,*,是,2020,94.51,苗栗縣第02選區,徐志榮,6,0,1,1955,中國國民黨,91144,54.13,1,1,2020,6,1,0,0
連江縣第01選區,曹成俤,1,男,1968,民主進步黨,142,0.0323,NA,否,2008,NA,連江縣第01選區,曹成俤,1,1,1,1968,民主進步黨,142,3.2300000000000004,0,0,2008,3,0,1,0
連江縣第01選區,林惠官,2,男,1957,親民黨,2064,0.4703,NA,是,2008,NA,連江縣第01選區,林惠官,2,0,1,1957,親民黨,2064,47.03,0,1,2008,3,0,1,1
連江縣第01選區,曹爾忠,3,男,1954,中國國民黨,2182,0.4972,*,是,2008,NA,連江縣第01選區,曹爾忠,3,0,1,1954,中國國民黨,2182,49.72,1,1,2008,3,1,1,0
連江縣第01選區,陳雪生,1,男,1952,無黨籍及未經政黨推薦,2528,0.4999,*,否,2012,52.96,連江縣第01選區,陳雪生,1,1,1,1952,無黨籍及未經政黨推薦,2528,49.99,1,0,2012,3,0,1,0
連江縣第01選區,曹爾忠,2,男,1954,中國國民黨,2361,0.4668,NA,是,2012,52.96,連江縣第01選區,曹爾忠,2,0,1,1954,中國國民黨,2361,46.68,0,1,2012,3,0,1,1
連江縣第01選區,陳財能,3,男,1965,無黨籍及未經政黨推薦,168,0.0332,NA,否,2012,52.96,連江縣第01選區,陳財能,3,0,1,1965,無黨籍及未經政黨推薦,168,3.32,0,0,2012,3,1,1,0
連江縣第01選區,陳雪生,1,男,1952,中國國民黨,2927,0.6806,*,是,2016,49.69,連江縣第01選區,陳雪生,1,1,1,1952,中國國民黨,2927,68.06,1,1,2016,4,0,0,0
連江縣第01選區,林金官,2,男,1945,無黨籍及未經政黨推薦,760,0.17670000000000002,NA,否,2016,49.69,連江縣第01選區,林金官,2,0,1,1945,無黨籍及未經政黨推薦,760,17.67,0,0,2016,4,0,0,0
連江縣第01選區,蘇柏豪,3,男,1986,樹黨,506,0.1176,NA,否,2016,49.69,連江縣第01選區,蘇柏豪,3,0,1,1986,樹黨,506,11.76,0,0,2016,4,0,0,0
連江縣第01選區,張春寶,4,男,1956,中華統一促進黨,107,0.0248,NA,否,2016,49.69,連江縣第01選區,張春寶,4,0,1,1956,中華統一促進黨,107,2.48,0,0,2016,4,1,0,0
連江縣第01選區,曹爾忠,1,男,1954,無黨籍及未經政黨推薦,2198,0.3663,NA,否,2020,68.07,連江縣第01選區,曹爾忠,1,1,1,1954,無黨籍及未經政黨推薦,2198,36.63,0,0,2020,5,0,1,0
連江縣第01選區,李問,2,男,1989,民主進步黨,706,0.1177,NA,否,2020,68.07,連江縣第01選區,李問,2,0,1,1989,民主進步黨,706,11.77,0,0,2020,5,0,1,0
連江縣第01選區,陳雪生,3,男,1952,中國國民黨,2938,0.48969999999999997,*,是,2020,68.07,連江縣第01選區,陳雪生,3,0,1,1952,中國國民黨,2938,48.97,1,1,2020,5,0,1,1
連江縣第01選區,李克焜,4,男,1953,國會政黨聯盟,6,0.001,NA,否,2020,68.07,連江縣第01選區,李克焜,4,0,1,1953,國會政黨聯盟,6,0.1,0,0,2020,5,0,1,0
連江縣第01選區,王長明,5,男,1958,無黨籍及未經政黨推薦,152,0.0253,NA,否,2020,68.07,連江縣第01選區,王長明,5,0,1,1958,無黨籍及未經政黨推薦,152,2.53,0,0,2020,5,1,1,0
金門縣第01選區,陳福海,1,男,1963,無黨籍及未經政黨推薦,9912,0.37310000000000004,*,否,2008,NA,金門縣第01選區,陳福海,1,1,1,1963,無黨籍及未經政黨推薦,9912,37.31,1,0,2008,6,0,0,0
金門縣第01選區,李沃士,2,男,1960,無黨籍及未經政黨推薦,5274,0.1985,NA,否,2008,NA,金門縣第01選區,李沃士,2,0,1,1960,無黨籍及未經政黨推薦,5274,19.85,0,0,2008,6,0,0,0
金門縣第01選區,高絃騰,3,男,1952,公民黨,39,0.0014000000000000002,NA,否,2008,NA,金門縣第01選區,高絃騰,3,0,1,1952,公民黨,39,0.14,0,0,2008,6,0,0,0
金門縣第01選區,胡偉生,4,男,1957,無黨籍及未經政黨推薦,1070,0.04019999999999999,NA,否,2008,NA,金門縣第01選區,胡偉生,4,0,1,1957,無黨籍及未經政黨推薦,1070,4.02,0,0,2008,6,0,0,0
金門縣第01選區,唐惠霈,5,男,1976,民主進步黨,431,0.016200000000000003,NA,否,2008,NA,金門縣第01選區,唐惠霈,5,0,1,1976,民主進步黨,431,1.6200000000000003,0,0,2008,6,0,0,0
金門縣第01選區,吳成典,6,男,1957,中國國民黨,9838,0.3703,NA,是,2008,NA,金門縣第01選區,吳成典,6,0,1,1957,中國國民黨,9838,37.03,0,1,2008,6,1,0,0
金門縣第01選區,陳福海,1,男,1963,親民黨,12128,0.3214,NA,是,2012,38.65,金門縣第01選區,陳福海,1,1,1,1963,親民黨,12128,32.14,0,1,2012,5,0,1,0
金門縣第01選區,吳成典,2,男,1957,新黨,10678,0.28300000000000003,NA,否,2012,38.65,金門縣第01選區,吳成典,2,0,1,1957,新黨,10678,28.300000000000004,0,0,2012,5,0,1,0
金門縣第01選區,許乃權,3,男,1956,無黨籍及未經政黨推薦,2260,0.0599,NA,否,2012,38.65,金門縣第01選區,許乃權,3,0,1,1956,無黨籍及未經政黨推薦,2260,5.99,0,0,2012,5,0,1,1
金門縣第01選區,高絃騰,4,男,1952,健保免費連線,228,0.006,NA,否,2012,38.65,金門縣第01選區,高絃騰,4,0,1,1952,健保免費連線,228,0.6,0,0,2012,5,0,1,0
金門縣第01選區,楊應雄,5,男,1957,中國國民黨,12435,0.3295,*,否,2012,38.65,金門縣第01選區,楊應雄,5,0,1,1957,中國國民黨,12435,32.95,1,0,2012,5,1,1,0
金門縣第01選區,洪志恒,1,男,1968,無黨籍及未經政黨推薦,647,0.0178,NA,否,2016,32.95,金門縣第01選區,洪志恒,1,1,1,1968,無黨籍及未經政黨推薦,647,1.78,0,0,2016,8,0,0,0
金門縣第01選區,陳滄江,2,男,1955,民主進步黨,8367,0.23070000000000002,NA,否,2016,32.95,金門縣第01選區,陳滄江,2,0,1,1955,民主進步黨,8367,23.07,0,0,2016,8,0,0,0
金門縣第01選區,高丹樺,3,女,1961,軍公教聯盟黨,666,0.0183,NA,否,2016,32.95,金門縣第01選區,高丹樺,3,0,0,1961,軍公教聯盟黨,666,1.83,0,0,2016,8,0,0,0
金門縣第01選區,張中法,4,男,1961,無黨籍及未經政黨推薦,670,0.0184,NA,否,2016,32.95,金門縣第01選區,張中法,4,0,1,1961,無黨籍及未經政黨推薦,670,1.8399999999999999,0,0,2016,8,0,0,0
金門縣第01選區,楊鎮浯,5,男,1972,中國國民黨,16350,0.4508,*,否,2016,32.95,金門縣第01選區,楊鎮浯,5,0,1,1972,中國國民黨,16350,45.08,1,0,2016,8,0,0,0
金門縣第01選區,陳仲立,6,男,1958,無黨籍及未經政黨推薦,49,0.0013,NA,否,2016,32.95,金門縣第01選區,陳仲立,6,0,1,1958,無黨籍及未經政黨推薦,49,0.13,0,0,2016,8,0,0,0
金門縣第01選區,陳德輝,7,男,1980,台灣工黨,113,0.0031,NA,否,2016,32.95,金門縣第01選區,陳德輝,7,0,1,1980,台灣工黨,113,0.31,0,0,2016,8,0,0,0
金門縣第01選區,吳成典,8,男,1957,新黨,9405,0.2593,NA,否,2016,32.95,金門縣第01選區,吳成典,8,0,1,1957,新黨,9405,25.929999999999996,0,0,2016,8,1,0,0
金門縣第01選區,洪志恒,1,男,1968,金門高粱黨,899,0.0192,NA,否,2020,22.9,金門縣第01選區,洪志恒,1,1,1,1968,金門高粱黨,899,1.92,0,0,2020,10,0,0,0
金門縣第01選區,許丕肯,2,男,1965,中華新住民黨,428,0.0091,NA,否,2020,22.9,金門縣第01選區,許丕肯,2,0,1,1965,中華新住民黨,428,0.91,0,0,2020,10,0,0,0
金門縣第01選區,陳滄江,3,男,1955,無黨籍及未經政黨推薦,7303,0.1557,NA,否,2020,22.9,金門縣第01選區,陳滄江,3,0,1,1955,無黨籍及未經政黨推薦,7303,15.57,0,0,2020,10,0,0,0
金門縣第01選區,林志錦,4,男,1972,無黨籍及未經政黨推薦,264,0.005600000000000001,NA,否,2020,22.9,金門縣第01選區,林志錦,4,0,1,1972,無黨籍及未經政黨推薦,264,0.56,0,0,2020,10,0,0,0
金門縣第01選區,洪正,5,男,1991,台灣基進,1627,0.0347,NA,否,2020,22.9,金門縣第01選區,洪正,5,0,1,1991,台灣基進,1627,3.47,0,0,2020,10,0,0,0
金門縣第01選區,盧月香,6,女,1964,中國生產黨,112,0.0024,NA,否,2020,22.9,金門縣第01選區,盧月香,6,0,0,1964,中國生產黨,112,0.24,0,0,2020,10,0,0,0
金門縣第01選區,陳福海,7,男,1963,無黨籍及未經政黨推薦,13801,0.2942,NA,否,2020,22.9,金門縣第01選區,陳福海,7,0,1,1963,無黨籍及未經政黨推薦,13801,29.42,0,0,2020,10,0,0,0
金門縣第01選區,洪和成,8,男,1961,無黨籍及未經政黨推薦,283,0.006,NA,否,2020,22.9,金門縣第01選區,洪和成,8,0,1,1961,無黨籍及未經政黨推薦,283,0.6,0,0,2020,10,0,0,0
金門縣第01選區,陳玉珍,9,女,1973,中國國民黨,21875,0.4664,*,是,2020,22.9,金門縣第01選區,陳玉珍,9,0,0,1973,中國國民黨,21875,46.64,1,1,2020,10,0,0,0
金門縣第01選區,程耀德,10,男,1986,中華統一促進黨,311,0.0066,NA,否,2020,22.9,金門縣第01選區,程耀德,10,0,1,1986,中華統一促進黨,311,0.66,0,0,2020,10,1,0,0
雲林縣第01選區,黃山谷,1,男,1947,綠黨,779,0.005,NA,否,2008,NA,雲林縣第01選區,黃山谷,1,1,1,1947,綠黨,779,0.5,0,0,2008,4,0,0,0
雲林縣第01選區,蔡桓生,2,男,1964,無黨籍及未經政黨推薦,1648,0.010700000000000001,NA,否,2008,NA,雲林縣第01選區,蔡桓生,2,0,1,1964,無黨籍及未經政黨推薦,1648,1.07,0,0,2008,4,0,0,0
雲林縣第01選區,張嘉郡,3,女,1981,中國國民黨,86571,0.5624,*,否,2008,NA,雲林縣第01選區,張嘉郡,3,0,0,1981,中國國民黨,86571,56.24,1,0,2008,4,0,0,0
雲林縣第01選區,陳憲中,4,男,1948,民主進步黨,64921,0.4217,NA,是,2008,NA,雲林縣第01選區,陳憲中,4,0,1,1948,民主進步黨,64921,42.17,0,1,2008,4,1,0,0
雲林縣第01選區,李進勇,1,男,1951,民主進步黨,89213,0.4955,NA,否,2012,98.42,雲林縣第01選區,李進勇,1,1,1,1951,民主進步黨,89213,49.55,0,0,2012,2,0,0,0
雲林縣第01選區,張嘉郡,2,女,1981,中國國民黨,90811,0.5044,*,是,2012,98.42,雲林縣第01選區,張嘉郡,2,0,0,1981,中國國民黨,90811,50.44,1,1,2012,2,1,0,0
雲林縣第01選區,蘇治芬,1,女,1953,民主進步黨,87378,0.5372,*,否,2016,100,雲林縣第01選區,蘇治芬,1,1,0,1953,民主進步黨,87378,53.72,1,0,2016,3,0,1,0
雲林縣第01選區,張鎔麒,2,男,1987,中國國民黨,69614,0.428,NA,否,2016,100,雲林縣第01選區,張鎔麒,2,0,1,1987,中國國民黨,69614,42.8,0,0,2016,3,0,1,1
雲林縣第01選區,林富源,3,男,1971,樹黨,5642,0.0346,NA,否,2016,100,雲林縣第01選區,林富源,3,0,1,1971,樹黨,5642,3.46,0,0,2016,3,1,1,0
雲林縣第01選區,張嘉郡,1,女,1981,中國國民黨,86862,0.46380000000000005,NA,否,2020,96.53,雲林縣第01選區,張嘉郡,1,1,0,1981,中國國民黨,86862,46.38,0,0,2020,4,0,0,0
雲林縣第01選區,蘇治芬,2,女,1953,民主進步黨,94786,0.5061,*,是,2020,96.53,雲林縣第01選區,蘇治芬,2,0,0,1953,民主進步黨,94786,50.61,1,1,2020,4,0,0,0
雲林縣第01選區,林富源,3,男,1971,無黨籍及未經政黨推薦,3558,0.019,NA,否,2020,96.53,雲林縣第01選區,林富源,3,0,1,1971,無黨籍及未經政黨推薦,3558,1.9,0,0,2020,4,0,0,0
雲林縣第01選區,李昭儀,4,女,1985,台灣革命黨,2088,0.0111,NA,否,2020,96.53,雲林縣第01選區,李昭儀,4,0,0,1985,台灣革命黨,2088,1.11,0,0,2020,4,1,0,0
雲林縣第02選區,尹伶瑛,1,女,1957,無黨籍及未經政黨推薦,17282,0.1072,NA,是,2008,NA,雲林縣第02選區,尹伶瑛,1,1,0,1957,無黨籍及未經政黨推薦,17282,10.72,0,1,2008,6,0,0,0
雲林縣第02選區,張碩文,2,男,1971,中國國民黨,79138,0.4911,*,是,2008,NA,雲林縣第02選區,張碩文,2,0,1,1971,中國國民黨,79138,49.11,1,1,2008,6,0,0,0
雲林縣第02選區,黃國華,3,男,1969,制憲聯盟,499,0.003,NA,否,2008,NA,雲林縣第02選區,黃國華,3,0,1,1969,制憲聯盟,499,0.3,0,0,2008,6,0,0,0
雲林縣第02選區,張昆煌,4,男,1954,大道慈悲濟世黨,454,0.0028000000000000004,NA,否,2008,NA,雲林縣第02選區,張昆煌,4,0,1,1954,大道慈悲濟世黨,454,0.28,0,0,2008,6,0,0,0
雲林縣第02選區,廖珪如,5,女,1982,第三社會黨,2055,0.0127,NA,否,2008,NA,雲林縣第02選區,廖珪如,5,0,0,1982,第三社會黨,2055,1.27,0,0,2008,6,0,0,0
雲林縣第02選區,劉建國,6,男,1969,民主進步黨,61703,0.3829,NA,否,2008,NA,雲林縣第02選區,劉建國,6,0,1,1969,民主進步黨,61703,38.29,0,0,2008,6,1,0,0
雲林縣第02選區,許舒博,1,男,1963,中國國民黨,73832,0.3709,NA,是,2012,81.99,雲林縣第02選區,許舒博,1,1,1,1963,中國國民黨,73832,37.09,0,1,2012,3,0,1,0
雲林縣第02選區,王美心,2,女,1968,人民最大黨,3817,0.0191,NA,否,2012,81.99,雲林縣第02選區,王美心,2,0,0,1968,人民最大黨,3817,1.91,0,0,2012,3,0,1,1
雲林縣第02選區,劉建國,3,男,1969,民主進步黨,121368,0.6098,*,是,2012,81.99,雲林縣第02選區,劉建國,3,0,1,1969,民主進步黨,121368,60.980000000000004,1,1,2012,3,1,1,0
雲林縣第02選區,王煒婷,1,女,1991,時代力量,7241,0.0407,NA,否,2016,98.08,雲林縣第02選區,王煒婷,1,1,0,1991,時代力量,7241,4.07,0,0,2016,4,0,0,0
雲林縣第02選區,張佳偉,2,男,1983,樹黨,2814,0.0158,NA,否,2016,98.08,雲林縣第02選區,張佳偉,2,0,1,1983,樹黨,2814,1.58,0,0,2016,4,0,0,0
雲林縣第02選區,吳威志,3,男,1965,中國國民黨,46494,0.2616,NA,否,2016,98.08,雲林縣第02選區,吳威志,3,0,1,1965,中國國民黨,46494,26.16,0,0,2016,4,0,0,0
雲林縣第02選區,劉建國,4,男,1969,民主進步黨,121114,0.6817,*,是,2016,98.08,雲林縣第02選區,劉建國,4,0,1,1969,民主進步黨,121114,68.17,1,1,2016,4,1,0,0
雲林縣第02選區,彭新銘,1,男,1991,無黨籍及未經政黨推薦,6070,0.0291,NA,否,2020,94.34,雲林縣第02選區,彭新銘,1,1,1,1991,無黨籍及未經政黨推薦,6070,2.91,0,0,2020,4,0,0,0
雲林縣第02選區,劉建國,2,男,1969,民主進步黨,119468,0.573,*,是,2020,94.34,雲林縣第02選區,劉建國,2,0,1,1969,民主進步黨,119468,57.3,1,1,2020,4,0,0,0
雲林縣第02選區,張永津,3,男,1971,喜樂島聯盟,805,0.0039000000000000003,NA,否,2020,94.34,雲林縣第02選區,張永津,3,0,1,1971,喜樂島聯盟,805,0.39,0,0,2020,4,0,0,0
雲林縣第02選區,謝淑亞,4,女,1960,中國國民黨,82150,0.39399999999999996,NA,否,2020,94.34,雲林縣第02選區,謝淑亞,4,0,0,1960,中國國民黨,82150,39.4,0,0,2020,4,1,0,0
高雄市第01選區,黃昭順,1,女,1953,中國國民黨,92417,0.5829,*,是,2008,NA,高雄市第01選區,黃昭順,1,1,0,1953,中國國民黨,92417,58.29,1,1,2008,3,0,1,0
高雄市第01選區,姚文智,2,男,1965,民主進步黨,65266,0.4117,NA,否,2008,NA,高雄市第01選區,姚文智,2,0,1,1965,民主進步黨,65266,41.17,0,0,2008,3,0,1,1
高雄市第01選區,錢彙穎,3,女,1983,公民黨,841,0.0053,NA,否,2008,NA,高雄市第01選區,錢彙穎,3,0,0,1983,公民黨,841,0.53,0,0,2008,3,1,1,0
高雄市第01選區,邱議瑩,1,女,1971,民主進步黨,89913,0.5431,*,是,2012,99.24,高雄市第01選區,邱議瑩,1,1,0,1971,民主進步黨,89913,54.31,1,1,2012,2,0,0,0
高雄市第01選區,鍾紹和,2,男,1956,中國國民黨,75627,0.4568,NA,是,2012,99.24,高雄市第01選區,鍾紹和,2,0,1,1956,中國國民黨,75627,45.68,0,1,2012,2,1,0,0
高雄市第01選區,邱議瑩,1,女,1971,民主進步黨,87432,0.5902000000000001,*,是,2016,100,高雄市第01選區,邱議瑩,1,1,0,1971,民主進步黨,87432,59.02,1,1,2016,4,0,0,0
高雄市第01選區,鍾易仲,2,男,1982,中國國民黨,58689,0.3961,NA,否,2016,100,高雄市第01選區,鍾易仲,2,0,1,1982,中國國民黨,58689,39.61,0,0,2016,4,0,0,0
高雄市第01選區,劉子麟,3,男,1990,中華統一促進黨,669,0.0045000000000000005,NA,否,2016,100,高雄市第01選區,劉子麟,3,0,1,1990,中華統一促進黨,669,0.45000000000000007,0,0,2016,4,0,0,0
高雄市第01選區,莊婷欣,4,女,1984,和平鴿聯盟黨,1346,0.009000000000000001,NA,否,2016,100,高雄市第01選區,莊婷欣,4,0,0,1984,和平鴿聯盟黨,1346,0.9000000000000001,0,0,2016,4,1,0,0
高雄市第01選區,晏揚清,1,男,1959,台灣工黨,704,0.0043,NA,否,2020,98.64,高雄市第01選區,晏揚清,1,1,1,1959,台灣工黨,704,0.43,0,0,2020,5,0,1,0
高雄市第01選區,王齡嬌,2,女,1966,中國國民黨,55373,0.3382,NA,否,2020,98.64,高雄市第01選區,王齡嬌,2,0,0,1966,中國國民黨,55373,33.82,0,0,2020,5,0,1,0
高雄市第01選區,邱議瑩,3,女,1971,民主進步黨,91561,0.5592,*,是,2020,98.64,高雄市第01選區,邱議瑩,3,0,0,1971,民主進步黨,91561,55.92,1,1,2020,5,0,1,1
高雄市第01選區,黃綉晶,4,女,1972,親民黨,5443,0.0332,NA,否,2020,98.64,高雄市第01選區,黃綉晶,4,0,0,1972,親民黨,5443,3.32,0,0,2020,5,0,1,0
高雄市第01選區,羅鼎城,5,男,1976,台灣民眾黨,10661,0.06509999999999999,NA,否,2020,98.64,高雄市第01選區,羅鼎城,5,0,1,1976,台灣民眾黨,10661,6.509999999999999,0,0,2020,5,1,1,0
高雄市第02選區,羅世雄,1,男,1969,中國國民黨,63410,0.48840000000000006,NA,是,2008,NA,高雄市第02選區,羅世雄,1,1,1,1969,中國國民黨,63410,48.84,0,1,2008,5,0,1,0
高雄市第02選區,李凈瑜,2,女,1975,紅黨,424,0.0032,NA,否,2008,NA,高雄市第02選區,李凈瑜,2,0,0,1975,紅黨,424,0.32,0,0,2008,5,0,1,0
高雄市第02選區,曾文聖,3,男,1949,制憲聯盟,186,0.0014000000000000002,NA,否,2008,NA,高雄市第02選區,曾文聖,3,0,1,1949,制憲聯盟,186,0.14,0,0,2008,5,0,1,1
高雄市第02選區,林稱雄,4,男,1949,無黨籍及未經政黨推薦,184,0.0014000000000000002,NA,否,2008,NA,高雄市第02選區,林稱雄,4,0,1,1949,無黨籍及未經政黨推薦,184,0.14,0,0,2008,5,0,1,0
高雄市第02選區,管碧玲,5,女,1956,民主進步黨,65604,0.5053,*,是,2008,NA,高雄市第02選區,管碧玲,5,0,0,1956,民主進步黨,65604,50.529999999999994,1,1,2008,5,1,1,0
高雄市第02選區,邱志偉,1,男,1972,民主進步黨,96818,0.5042,*,否,2012,97.88,高雄市第02選區,邱志偉,1,1,1,1972,民主進步黨,96818,50.42,1,0,2012,3,0,1,0
高雄市第02選區,謝長利,2,男,1973,無黨籍及未經政黨推薦,2301,0.011899999999999999,NA,否,2012,97.88,高雄市第02選區,謝長利,2,0,1,1973,無黨籍及未經政黨推薦,2301,1.19,0,0,2012,3,0,1,1
高雄市第02選區,林益世,3,男,1968,中國國民黨,92902,0.4838,NA,是,2012,97.88,高雄市第02選區,林益世,3,0,1,1968,中國國民黨,92902,48.38,0,1,2012,3,1,1,0
高雄市第02選區,邱志偉,1,男,1972,民主進步黨,110819,0.6323,*,是,2016,98.8,高雄市第02選區,邱志偉,1,1,1,1972,民主進步黨,110819,63.23,1,1,2016,5,0,1,0
高雄市第02選區,黃韻涵,2,女,1984,中國國民黨,61186,0.34909999999999997,NA,否,2016,98.8,高雄市第02選區,黃韻涵,2,0,0,1984,中國國民黨,61186,34.91,0,0,2016,5,0,1,0
高雄市第02選區,黃金玲,3,女,1958,中華統一促進黨,628,0.0034999999999999996,NA,否,2016,98.8,高雄市第02選區,黃金玲,3,0,0,1958,中華統一促進黨,628,0.35,0,0,2016,5,0,1,1
高雄市第02選區,李柏融,4,男,1949,樹黨,1733,0.0098,NA,否,2016,98.8,高雄市第02選區,李柏融,4,0,1,1949,樹黨,1733,0.98,0,0,2016,5,0,1,0
高雄市第02選區,曾盈豐,5,男,1969,自由台灣黨,881,0.005,NA,否,2016,98.8,高雄市第02選區,曾盈豐,5,0,1,1969,自由台灣黨,881,0.5,0,0,2016,5,1,1,0
高雄市第02選區,黃韻涵,1,女,1984,中國國民黨,70867,0.354,NA,否,2020,98.15,高雄市第02選區,黃韻涵,1,1,0,1984,中國國民黨,70867,35.4,0,0,2020,3,0,1,0
高雄市第02選區,邱志偉,2,男,1972,民主進步黨,126469,0.6317,*,是,2020,98.15,高雄市第02選區,邱志偉,2,0,1,1972,民主進步黨,126469,63.17,1,1,2020,3,0,1,1
高雄市第02選區,李柏融,3,男,1949,台灣維新,2871,0.0143,NA,否,2020,98.15,高雄市第02選區,李柏融,3,0,1,1949,台灣維新,2871,1.43,0,0,2020,3,1,1,0
高雄市第03選區,莊繡慈,1,女,1969,台灣農民黨,777,0.0067,NA,否,2008,NA,高雄市第03選區,莊繡慈,1,1,0,1969,台灣農民黨,777,0.67,0,0,2008,6,0,0,0
高雄市第03選區,侯彩鳳,2,女,1952,中國國民黨,56826,0.4913,*,是,2008,NA,高雄市第03選區,侯彩鳳,2,0,0,1952,中國國民黨,56826,49.13,1,1,2008,6,0,0,0
高雄市第03選區,李昆澤,3,男,1964,民主進步黨,49392,0.42700000000000005,NA,是,2008,NA,高雄市第03選區,李昆澤,3,0,1,1964,民主進步黨,49392,42.7,0,1,2008,6,0,0,0
